product_id,category,basket_id,box_number,box_name,company,price,utilization,box_type,is_electronics_rule,is_electronics_pred,is_electronics_final
9778,Shoes,2016,3,S,Yurtici,16.52,0.8707853609603076,Regular,0,0,0
560,Cosmetics,2017,1,MegaBox,Aras,127.15,0.8403803325692762,Regular,0,0,0
2406,Food Jar,2017,1,MegaBox,Aras,127.15,0.8403803325692762,Regular,0,0,0
4219,Home Decor,2017,2,L,Yurtici,73.91,0.6898292033985713,Regular,0,0,0
2935,Textile,2018,1,M,Yurtici,29.45,0.8457048967122581,Regular,0,0,0
6050,Food Jar,2018,2,L,Yurtici,73.91,0.7338248601750001,Regular,0,0,0
46,Phone,2019,1,M,Surat,33.41,0.8301287457657064,Electronics,1,1,1
106,Laptop,2019,2,S,Surat,54.82,0.6491461019709953,Regular,1,0,1
5789,Textile,2019,3,XXL,Surat,96.48,0.907579135245666,Regular,0,0,0
6959,Home Decor,2019,3,XXL,Surat,96.48,0.907579135245666,Regular,0,0,0
8445,Phone,2020,1,Micro,Yurtici,12.06,0.1215871184260741,Electronics,1,1,1
3029,Shoes,2020,2,L,Yurtici,73.91,0.8362788041760316,Regular,0,0,0
8512,Toy,2020,2,L,Yurtici,73.91,0.8362788041760316,Regular,0,0,0
4,Book,2021,1,Horizantol M,Yurtici,53.56,0.6500640379837742,Regular,0,0,0
2360,Shoes,2021,1,Horizantol M,Yurtici,53.56,0.6500640379837742,Regular,0,0,0
6398,Toy,2021,1,Horizantol M,Yurtici,53.56,0.6500640379837742,Regular,0,0,0
9529,Laptop,2021,2,Fresh,Yurtici,22.11,0.8216470015192308,Regular,1,0,1
5623,Toy,2022,1,S,Surat,54.82,0.6572982911682385,Regular,0,0,0
9118,Shoes,2022,2,XXL,Surat,96.48,0.8792474122595136,Regular,0,0,0
7562,Phone,2023,1,XS,Yurtici,15.49,0.7602561629346352,Electronics,1,1,1
3580,Food Jar,2023,2,L,Yurtici,73.91,0.8038434141369047,Regular,0,0,0
5463,Laptop,2024,1,L,Yurtici,73.91,0.7891537806016666,Regular,1,1,1
6146,Cosmetics,2024,1,L,Yurtici,73.91,0.7891537806016666,Regular,0,1,1
7895,Shoes,2024,2,Horizantol M,Yurtici,53.56,0.5654989052286303,Regular,0,0,0
9762,Cosmetics,2024,3,XS,Yurtici,15.49,0.58002115875,Regular,0,0,0
5,Textile,2025,1,Turpex Cardboard Box No.4,PTT,0.0,0.8173288081875003,Regular,0,0,0
2126,Book,2025,2,Cardboard Shipping Box No.5,PTT,72.0,0.7634959882199999,Regular,0,0,0
2948,Textile,2025,3,Turpex Cardboard Box No.5,PTT,0.0,0.7553246912308067,Regular,0,0,0
9600,Shoes,2025,3,Turpex Cardboard Box No.5,PTT,0.0,0.7553246912308067,Regular,0,0,0
3920,Appliance,2026,1,Cardboard Shipping Box No.3,PTT,26.0,0.7218844596938815,Electronics,1,1,1
6453,Phone,2026,1,Cardboard Shipping Box No.3,PTT,26.0,0.7218844596938815,Electronics,1,1,1
4622,Shoes,2026,2,Turpex Cardboard Box No.4,PTT,0.0,0.8344066048831701,Regular,0,0,0
2728,Book,2027,1,Turpex Cardboard Box No.3,PTT,0.0,0.8816754415643494,Regular,0,0,0
4122,Toy,2027,2,Cardboard Shipping Box No.5,PTT,72.0,0.7878419141516001,Regular,0,1,1
7168,Book,2027,3,Cardboard Shipping Box No.1,PTT,14.0,0.7167865875059999,Regular,0,1,1
3839,Textile,2028,1,XS,Yurtici,15.49,0.3089389745406249,Regular,0,0,0
6121,Laptop,2028,2,Horizantol M,Yurtici,53.56,0.5826866536837155,Regular,1,0,1
5097,Book,2029,1,Micro,Yurtici,12.06,0.4859186473908149,Regular,0,1,1
2116,Phone,2030,1,S,Yurtici,16.52,0.90276055128,Electronics,1,0,1
2459,Book,2030,2,Horizantol M,Yurtici,53.56,0.8660152771804821,Regular,0,0,0
3036,Food Jar,2030,2,Horizantol M,Yurtici,53.56,0.8660152771804821,Regular,0,0,0
4519,Cosmetics,2030,3,L,Yurtici,73.91,0.6838637952732146,Regular,0,0,0
7163,Textile,2030,3,L,Yurtici,73.91,0.6838637952732146,Regular,0,0,0
6,Appliance,2031,1,Turpex Cardboard Box No.5,PTT,0.0,0.8250726709262544,Electronics,1,0,1
3677,Appliance,2031,2,Cardboard Shipping Box No.5,PTT,72.0,0.862766,Electronics,1,0,1
7035,Food Jar,2031,3,Cardboard Shipping Box No.5,PTT,72.0,0.6675648075096,Regular,0,0,0
7465,Textile,2031,4,Packaging & Labeling Nylon,PTT,6.0,0.6381181764519097,Regular,0,0,0
8120,Phone,2032,1,XS,Yurtici,15.49,0.515658900859375,Electronics,1,0,1
2454,Laptop,2032,2,L,Yurtici,73.91,0.7547528596260713,Regular,1,1,1
7742,Food Jar,2032,3,XS,Yurtici,15.49,0.6135039993671875,Regular,0,1,1
4435,Appliance,2033,1,M,Surat,33.41,0.5716109948,Electronics,1,1,1
4967,Food Jar,2033,2,XXL,Surat,96.48,0.8324161648459303,Regular,0,0,0
7011,Shoes,2033,2,XXL,Surat,96.48,0.8324161648459303,Regular,0,0,0
6309,Book,2034,1,XS,Yurtici,15.49,0.4461832087057292,Regular,0,0,0
8992,Book,2034,1,XS,Yurtici,15.49,0.4461832087057292,Regular,0,0,0
9958,Textile,2034,2,Fresh,Yurtici,22.11,0.7779707746292305,Regular,0,0,0
6876,Appliance,2035,1,XXL,Yurtici,99.51,0.8115738700716759,Electronics,1,0,1
1054,Book,2035,2,Horizantol M,Yurtici,53.56,0.651383378992769,Regular,0,0,0
2410,Textile,2035,2,Horizantol M,Yurtici,53.56,0.651383378992769,Regular,0,0,0
4089,Book,2035,2,Horizantol M,Yurtici,53.56,0.651383378992769,Regular,0,0,0
1643,Textile,2036,1,Cardboard Shipping Box No.4,PTT,51.0,0.8339065956291764,Regular,0,0,0
4165,Laptop,2036,2,Cardboard Shipping Box No.5,PTT,72.0,0.6410072311591,Regular,1,0,1
6723,Shoes,2036,2,Cardboard Shipping Box No.5,PTT,72.0,0.6410072311591,Regular,0,0,0
8355,Shoes,2036,3,Cardboard Shipping Box No.3,PTT,26.0,0.8993715934700961,Regular,0,0,0
8890,Toy,2036,4,Turpex Cardboard Box No.5,PTT,0.0,0.8437416528373701,Regular,0,0,0
9652,Phone,2037,1,Turpex Cardboard Box No.4,PTT,0.0,0.9055882464568016,Electronics,1,0,1
9031,Textile,2037,2,Turpex Cardboard Box No.3,PTT,0.0,0.8863916417133689,Regular,0,0,0
5633,Phone,2038,1,Micro,Yurtici,12.06,0.8230978527573335,Electronics,1,0,1
9133,Appliance,2038,2,XXL,Yurtici,99.51,0.757305362869301,Electronics,1,1,1
623,Textile,2038,3,XS,Yurtici,15.49,0.352430555503125,Regular,0,0,0
4896,Textile,2038,4,Fresh,Yurtici,22.11,0.7929295563403848,Regular,0,0,0
7873,Textile,2038,5,Horizantol L,Yurtici,81.06,0.8252299172400002,Regular,0,0,0
9882,Phone,2039,1,Fresh,Yurtici,22.11,0.7606865725307693,Electronics,1,0,1
5807,Cosmetics,2039,2,M,Yurtici,29.45,0.8334324064344086,Regular,0,0,0
7104,Textile,2039,3,Fresh,Yurtici,22.11,0.7744566556799999,Regular,0,0,0
7,Textile,2040,1,L,Yurtici,73.91,0.8866020912775001,Regular,0,0,0
3656,Textile,2040,1,L,Yurtici,73.91,0.8866020912775001,Regular,0,0,0
4467,Laptop,2040,2,XS,Yurtici,15.49,0.2844818468097222,Regular,1,1,1
9264,Toy,2040,3,XXL,Yurtici,99.51,0.8016910362208242,Regular,0,0,0
2946,Cosmetics,2041,1,Packaging & Labeling Nylon,PTT,6.0,0.8907982445999999,Regular,0,1,1
8760,Laptop,2041,2,XL,Surat,79.34,0.8943990163656313,Regular,1,0,1
8841,Textile,2041,2,XL,Surat,79.34,0.8943990163656313,Regular,0,0,0
8,Shoes,2042,1,Turpex Cardboard Box No.3,PTT,0.0,0.8416953110588236,Regular,0,0,0
60,Laptop,2042,2,Turpex Cardboard Box No.5,PTT,0.0,0.8739703582937931,Regular,1,1,1
3954,Toy,2042,3,Cardboard Shipping Box No.3,PTT,26.0,0.6010133084015344,Regular,0,0,0
4252,Laptop,2042,4,Turpex Cardboard Box No.4,PTT,0.0,0.89735225075,Regular,1,1,1
4410,Laptop,2042,5,Cardboard Shipping Box No.5,PTT,72.0,0.8510705539818667,Regular,1,1,1
2381,Textile,2043,1,S,Surat,54.82,0.7944254173256134,Regular,0,0,0
4774,Shoes,2043,2,S,Surat,54.82,0.8637920868248138,Regular,0,0,0
7794,Shoes,2043,3,L,Yurtici,73.91,0.818124338475,Regular,0,0,0
6186,Phone,2044,1,Cardboard Shipping Box No.4,PTT,51.0,0.7167877536282353,Electronics,1,0,1
2654,Textile,2044,2,Turpex Cardboard Box No.5,PTT,0.0,0.7490078045839101,Regular,0,0,0
5019,Textile,2044,3,Turpex Cardboard Box No.4,PTT,0.0,0.8452125410000001,Regular,0,0,0
5146,Food Jar,2044,4,Turpex Cardboard Box No.5,PTT,0.0,0.7552785506837155,Regular,0,0,0
9036,Book,2044,5,Turpex Cardboard Box No.4,PTT,0.0,0.89992583175,Regular,0,0,0
5211,Book,2045,1,S,Yurtici,16.52,0.8413112399181539,Regular,0,0,0
1156,Book,2046,1,S,Yurtici,16.52,0.8701222836849231,Regular,0,0,0
1856,Textile,2046,2,Fresh,Yurtici,22.11,0.906946485675,Regular,0,0,0
4631,Laptop,2046,3,Horizantol M,Yurtici,53.56,0.8875238217142855,Regular,1,1,1
6287,Toy,2046,4,L,Yurtici,73.91,0.6848020191222223,Regular,0,0,0
8534,Book,2046,5,XS,Yurtici,15.49,0.6177892847583333,Regular,0,0,0
2516,Shoes,2047,1,XS,Yurtici,15.49,0.5742640198750001,Regular,0,0,0
4725,Home Decor,2047,2,Horizantol M,Yurtici,53.56,0.7716213109386243,Regular,0,0,0
820,Shoes,2048,1,XS,Yurtici,15.49,0.7334656474414062,Regular,0,1,1
845,Shoes,2048,2,M,Yurtici,29.45,0.6924753219926405,Regular,0,0,0
2574,Laptop,2048,3,L,Yurtici,73.91,0.8431119894599999,Regular,1,1,1
3606,Book,2048,4,S,Yurtici,16.52,0.8542374774526152,Regular,0,0,0
7598,Cosmetics,2048,4,S,Yurtici,16.52,0.8542374774526152,Regular,0,0,0
609,Food Jar,2049,1,Cardboard Shipping Box No.5,PTT,72.0,0.789381075816,Regular,0,0,0
5395,Cosmetics,2049,2,S,Yurtici,16.52,0.8576709647766155,Regular,0,1,1
8273,Textile,2049,3,S,Surat,54.82,0.7959589097210918,Regular,0,0,0
9807,Textile,2050,1,Cardboard Shipping Box No.3,PTT,26.0,0.8584336697949047,Regular,0,0,0
6451,Toy,2051,1,XL,Yurtici,91.65,0.8733136718703703,Regular,0,0,0
8842,Textile,2051,2,XS,Yurtici,15.49,0.6163346440416669,Regular,0,0,0
8944,Cosmetics,2051,3,XS,Yurtici,15.49,0.8565909257048611,Regular,0,1,1
9178,Phone,2052,1,XS,Yurtici,15.49,0.5722546212277778,Electronics,1,0,1
9345,Shoes,2052,2,XS,Yurtici,15.49,0.6777599017854167,Regular,0,0,0
1691,Phone,2053,1,XS,Yurtici,15.49,0.4591500276467883,Electronics,1,0,1
8963,Book,2053,2,XS,Yurtici,15.49,0.6583531416874999,Regular,0,0,0
1893,Toy,2055,1,XLM,Yurtici,97.2,0.8676485709821429,Regular,0,0,0
2291,Food Jar,2055,2,L,Yurtici,73.91,0.7200871904826786,Regular,0,0,0
3337,Shoes,2055,2,L,Yurtici,73.91,0.7200871904826786,Regular,0,0,0
7129,Phone,2056,1,Fresh,Yurtici,22.11,0.7737655036676923,Electronics,1,0,1
7632,Food Jar,2056,2,XS,Yurtici,15.49,0.4297213754166665,Regular,0,0,0
3333,Book,2057,1,XS,Yurtici,15.49,0.5487899488499999,Regular,0,0,0
3488,Textile,2057,2,XS,Yurtici,15.49,0.3159096047437499,Regular,0,0,0
8980,Shoes,2057,3,XS,Yurtici,15.49,0.6609524012361111,Regular,0,0,0
5148,Book,2058,1,Fresh,Yurtici,22.11,0.8542667365000002,Regular,0,0,0
8290,Cosmetics,2058,2,XS,Yurtici,15.49,0.32413913398125,Regular,0,0,0
7002,Textile,2059,1,XS,Yurtici,15.49,0.4022544630023436,Regular,0,0,0
8985,Textile,2059,2,Horizantol L,Yurtici,81.06,0.7594067819963334,Regular,0,0,0
543,Home Decor,2060,1,Horizantol L,Yurtici,81.06,0.7865419471562499,Regular,0,0,0
1790,Textile,2060,2,L,Yurtici,73.91,0.7787257922798411,Regular,0,0,0
6820,Textile,2060,3,XS,Yurtici,15.49,0.6193235901718751,Regular,0,0,0
8502,Home Decor,2060,4,XL,Yurtici,91.65,0.8953826571005554,Regular,0,0,0
4541,Phone,2061,1,Cardboard Shipping Box No.1,PTT,14.0,0.7284145645920002,Electronics,1,1,1
1987,Laptop,2061,2,Turpex Cardboard Box No.5,PTT,0.0,0.8765037421784169,Regular,1,1,1
6502,Textile,2062,1,NanoBox,Aras,24.22,0.6159527722223077,Regular,0,0,0
9012,Laptop,2062,2,NanoBox,Aras,24.22,0.6922505239684617,Regular,1,0,1
9531,Shoes,2062,3,S,Surat,54.82,0.8206729531403364,Regular,0,0,0
5002,Appliance,2063,1,L,Yurtici,73.91,0.7516606937212699,Electronics,1,0,1
8278,Phone,2063,2,M,Yurtici,29.45,0.7720487802322581,Electronics,1,1,1
12,Cosmetics,2063,3,L,Yurtici,73.91,0.6830056548532538,Regular,0,0,0
4298,Food Jar,2063,3,L,Yurtici,73.91,0.6830056548532538,Regular,0,0,0
720,Appliance,2064,1,XXL,Yurtici,99.51,0.7572486472891781,Electronics,1,1,1
1651,Phone,2064,2,XS,Yurtici,15.49,0.63213624280625,Electronics,1,0,1
109,Textile,2064,3,XS,Yurtici,15.49,0.7134995409531251,Regular,0,0,0
1815,Book,2064,4,M,Yurtici,29.45,0.8724796206254243,Regular,0,1,1
2139,Textile,2064,4,M,Yurtici,29.45,0.8724796206254243,Regular,0,1,1
823,Shoes,2065,1,L,Yurtici,73.91,0.7987529279983334,Regular,0,0,0
1949,Textile,2065,2,Horizantol L,Yurtici,81.06,0.8087950590720002,Regular,0,0,0
5906,Textile,2065,3,Horizantol M,Yurtici,53.56,0.9077880027432098,Regular,0,0,0
7669,Shoes,2065,4,M,Yurtici,29.45,0.6927699609978495,Regular,0,0,0
227,Textile,2066,1,Horizantol L,Yurtici,81.06,0.8784803237375002,Regular,0,0,0
1293,Cosmetics,2066,2,Fresh,Yurtici,22.11,0.8548717453533333,Regular,0,0,0
7713,Toy,2067,1,XXL,Yurtici,99.51,0.8598394331408172,Regular,0,1,1
7930,Shoes,2067,2,Fruit,Surat,40.82,0.869064652946584,Regular,0,0,0
5869,Phone,2068,1,NanoBox,Aras,24.22,0.6116421513461539,Electronics,1,1,1
6092,Textile,2068,2,XXL,Yurtici,99.51,0.8182822000509345,Regular,0,0,0
8782,Shoes,2068,2,XXL,Yurtici,99.51,0.8182822000509345,Regular,0,0,0
9928,Cosmetics,2068,3,MaxiBox,Aras,92.02,0.8705921746515002,Regular,0,0,0
9021,Phone,2069,1,Micro,Surat,20.66,0.8852102653746032,Electronics,1,1,1
13,Book,2069,2,S,Yurtici,16.52,0.83686874112,Regular,0,1,1
826,Cosmetics,2069,3,NanoBox,Aras,24.22,0.6952391894076922,Regular,0,0,0
5334,Toy,2069,4,XXL,Yurtici,99.51,0.8431031762940353,Regular,0,1,1
2881,Textile,2070,1,Cardboard Shipping Box No.1,PTT,14.0,0.8122357327480002,Regular,0,0,0
3227,Laptop,2070,2,Cardboard Shipping Box No.5,PTT,72.0,0.7846982864448,Regular,1,0,1
6621,Textile,2070,3,L,Yurtici,73.91,0.6895746594471428,Regular,0,0,0
9075,Food Jar,2070,4,S,Surat,54.82,0.7593037146401985,Regular,0,0,0
1139,Textile,2071,1,Cardboard Shipping Box No.3,PTT,26.0,0.7277425610515442,Regular,0,0,0
1376,Toy,2071,2,Turpex Cardboard Box No.5,PTT,0.0,0.9010879636279736,Regular,0,0,0
5384,Food Jar,2071,3,Packaging & Labeling Nylon,PTT,6.0,0.8849330415114582,Regular,0,0,0
7910,Textile,2071,4,Cardboard Shipping Box No.5,PTT,72.0,0.8234721125532,Regular,0,0,0
3098,Appliance,2072,1,XS,Yurtici,15.49,0.6506697826100694,Electronics,1,0,1
2550,Food Jar,2072,2,L,Yurtici,73.91,0.6718421582714285,Regular,0,0,0
2565,Laptop,2072,3,M,Yurtici,29.45,0.7044900958340742,Regular,1,0,1
2864,Cosmetics,2072,4,XS,Yurtici,15.49,0.7617928461354166,Regular,0,0,0
2346,Cosmetics,2073,1,Micro,Yurtici,12.06,0.6055178191170371,Regular,0,1,1
2372,Home Decor,2073,2,XXL,Yurtici,99.51,0.8388058398699371,Regular,0,0,0
8132,Textile,2073,3,Fresh,Yurtici,22.11,0.7893512417134616,Regular,0,0,0
6655,Phone,2074,1,Cardboard Shipping Box No.1,PTT,14.0,0.150876,Electronics,1,1,1
1131,Food Jar,2074,2,Cardboard Shipping Box No.1,PTT,14.0,0.87048070888,Regular,0,0,0
3810,Laptop,2074,3,Gift Cardboard Box M,PTT,14.0,0.8842631925428571,Regular,1,0,1
9331,Textile,2074,4,Turpex Cardboard Box No.4,PTT,0.0,0.8006975663235294,Regular,0,0,0
2525,Phone,2075,1,Micro,Yurtici,12.06,0.6685710192195554,Electronics,1,1,1
14,Cosmetics,2075,2,Micro,Yurtici,12.06,0.5176162010894815,Regular,0,0,0
5361,Book,2075,3,Micro,Yurtici,12.06,0.8556718491733334,Regular,0,0,0
6650,Phone,2076,1,Micro,Yurtici,12.06,0.7025206622696298,Electronics,1,1,1
9690,Appliance,2076,2,XLM,Yurtici,97.2,0.853862789525,Electronics,1,0,1
1392,Textile,2076,3,L,Yurtici,73.91,0.8255476084114286,Regular,0,0,0
5182,Textile,2076,4,L,Yurtici,73.91,0.8748826037367263,Regular,0,0,0
7926,Toy,2076,4,L,Yurtici,73.91,0.8748826037367263,Regular,0,0,0
939,Food Jar,2077,1,L,Surat,68.98,0.8371218117591399,Regular,0,0,0
6165,Laptop,2078,1,L,Surat,68.98,0.8721126211150537,Regular,1,0,1
7896,Appliance,2079,1,Horizantol M,Yurtici,53.56,0.804053987126455,Electronics,1,1,1
3650,Toy,2079,2,Horizantol L,Yurtici,81.06,0.8499759577925,Regular,0,0,0
8742,Cosmetics,2080,1,Turpex Cardboard Box No.5,PTT,0.0,0.7868309469513679,Regular,0,1,1
9957,Textile,2080,1,Turpex Cardboard Box No.5,PTT,0.0,0.7868309469513679,Regular,0,1,1
2480,Phone,2081,1,Cardboard Shipping Box No.1,PTT,14.0,0.17251359944,Electronics,1,1,1
15,Appliance,2082,1,Horizantol L,Yurtici,81.06,0.7194204533186669,Electronics,1,0,1
1726,Phone,2082,2,M,Yurtici,29.45,0.8242375003481005,Electronics,1,0,1
5083,Phone,2082,2,M,Yurtici,29.45,0.8242375003481005,Electronics,1,0,1
5748,Shoes,2082,3,L,Yurtici,73.91,0.8969664004499998,Regular,0,0,0
6837,Appliance,2083,1,Cardboard Shipping Box No.3,PTT,26.0,0.7960920767121777,Electronics,1,1,1
949,Cosmetics,2083,2,Cardboard Shipping Box No.5,PTT,72.0,0.6400055041061333,Regular,0,0,0
1390,Toy,2083,3,Turpex Cardboard Box No.4,PTT,0.0,0.8379310087124184,Regular,0,0,0
5291,Toy,2083,3,Turpex Cardboard Box No.4,PTT,0.0,0.8379310087124184,Regular,0,0,0
9077,Book,2083,4,Gift Cardboard Box S,PTT,11.5,0.808705792734375,Regular,0,0,0
16,Appliance,2084,1,M,Yurtici,29.45,0.7496345011983753,Electronics,1,0,1
461,Shoes,2084,2,L,Yurtici,73.91,0.8452622478373809,Regular,0,0,0
7585,Food Jar,2084,3,Horizantol M,Yurtici,53.56,0.7923442269135802,Regular,0,0,0
8792,Cosmetics,2084,4,XS,Yurtici,15.49,0.31647627029375,Regular,0,0,0
620,Cosmetics,2085,1,Micro,Yurtici,12.06,0.3180653664888889,Regular,0,0,0
932,Toy,2085,2,L,Yurtici,73.91,0.6949517911206351,Regular,0,0,0
9644,Textile,2085,3,L,Yurtici,73.91,0.866002778507143,Regular,0,0,0
9751,Shoes,2085,3,L,Yurtici,73.91,0.866002778507143,Regular,0,0,0
2969,Phone,2086,1,S,Surat,54.82,0.7910876698856356,Electronics,1,0,1
799,Laptop,2086,2,Cardboard Shipping Box No.3,PTT,26.0,0.2884135392860515,Regular,1,1,1
657,Appliance,2087,1,XXL,Yurtici,99.51,0.8034983829722607,Electronics,1,1,1
5990,Cosmetics,2087,2,Micro,Yurtici,12.06,0.2898946475911112,Regular,0,1,1
5104,Cosmetics,2088,1,Cardboard Shipping Box No.2,PTT,20.0,0.8576543450357144,Regular,0,0,0
5790,Book,2088,2,Turpex Cardboard Box No.5,PTT,0.0,0.7832041569789686,Regular,0,1,1
9387,Laptop,2088,2,Turpex Cardboard Box No.5,PTT,0.0,0.7832041569789686,Regular,1,1,1
783,Cosmetics,2089,1,XS,Yurtici,15.49,0.3088091136854167,Regular,0,0,0
2660,Food Jar,2089,2,Horizantol L,Yurtici,81.06,0.6527156987786666,Regular,0,0,0
3878,Shoes,2089,2,Horizantol L,Yurtici,81.06,0.6527156987786666,Regular,0,0,0
5175,Toy,2089,3,M,Yurtici,29.45,0.8340829441763442,Regular,0,1,1
667,Cosmetics,2090,1,XS,Yurtici,15.49,0.5562303452381945,Regular,0,1,1
3047,Textile,2090,2,Horizantol L,Yurtici,81.06,0.8847681374016666,Regular,0,0,0
4283,Shoes,2090,2,Horizantol L,Yurtici,81.06,0.8847681374016666,Regular,0,0,0
9733,Cosmetics,2090,3,XS,Yurtici,15.49,0.4865474945039063,Regular,0,0,0
4651,Laptop,2091,1,XS,Yurtici,15.49,0.8477757025875002,Regular,1,1,1
5187,Cosmetics,2091,2,XS,Yurtici,15.49,0.37219623625,Regular,0,1,1
7516,Food Jar,2091,3,L,Yurtici,73.91,0.6803329917270238,Regular,0,0,0
8982,Textile,2091,3,L,Yurtici,73.91,0.6803329917270238,Regular,0,0,0
17,Textile,2092,1,XXL,Surat,96.48,0.7927908683649049,Regular,0,0,0
