basket_id,box_number,box_name,box_type,company,price,utilization,product_ids,categories
2007,3,Horizantol M,Regular,Yurtici,53.56,0.6191504645238095,[4070],['Cosmetics']
2007,4,XS,Regular,Yurtici,15.49,0.5281634162760417,[6075],['Food Jar']
2008,1,Micro,Electronics,Yurtici,12.06,0.2465564444444444,[7338],['Phone']
2008,2,XXL,Electronics,Yurtici,99.51,0.874444734652718,[9965],['Appliance']
2008,3,L,Regular,Yurtici,73.91,0.6157004569797024,"[3447, 3516]",['Shoes']
2008,4,XS,Regular,Yurtici,15.49,0.66562596105,[7827],['Shoes']
2009,1,Micro,Regular,Yurtici,12.06,0.7621211289220741,[5732],['Cosmetics']
2010,1,Horizantol M,Electronics,Yurtici,53.56,0.7699901457025278,"[7050, 7769]","['Appliance', 'Phone']"
2010,2,XS,Regular,Yurtici,15.49,0.3918205189169271,"[321, 2118]","['Food Jar', 'Textile']"
2011,1,L,Electronics,Yurtici,73.91,0.8432495008678175,[2021],['Appliance']
2011,2,Horizantol L,Regular,Yurtici,81.06,0.6773941024430832,"[3857, 5551]","['Textile', 'Shoes']"
2011,3,Horizantol M,Regular,Yurtici,53.56,0.8699162325462668,[8529],['Textile']
2011,4,XS,Regular,Yurtici,15.49,0.6461653459898439,[9147],['Shoes']
2012,1,Horizantol L,Regular,Yurtici,81.06,0.9013485110839999,[629],['Home Decor']
2012,2,L,Regular,Yurtici,73.91,0.7261414262142858,[1702],['Home Decor']
2012,3,S,Regular,Yurtici,16.52,0.8084197517113845,[2214],['Food Jar']
2012,4,S,Regular,Yurtici,16.52,0.8997036390996926,[3327],['Cosmetics']
2012,5,Horizantol M,Regular,Yurtici,53.56,0.7816536058469137,[4902],['Food Jar']
2013,1,Cardboard Shipping Box No.3,Electronics,PTT,26.0,0.8113166137981508,"[468, 7385]",['Phone']
2014,1,Micro,Regular,Yurtici,12.06,0.6486610247840001,[396],['Food Jar']
2014,2,Micro,Regular,Yurtici,12.06,0.511105004043852,[5075],['Cosmetics']
2014,3,L,Regular,Yurtici,73.91,0.8713897411999997,[5515],['Textile']
2015,1,Horizantol M,Electronics,Yurtici,53.56,0.6657270831851853,[5751],['Appliance']
2015,2,L,Regular,Yurtici,73.91,0.6887325480589286,"[2958, 6869]","['Book', 'Shoes']"
2015,3,XS,Regular,Yurtici,15.49,0.7111362880343749,[7156],['Textile']
2016,1,L,Regular,Yurtici,73.91,0.8326906862400002,[7296],['Cosmetics']
2016,2,Makro,Regular,Yurtici,66.93,0.9076468539212007,[7608],['Shoes']
2016,3,S,Regular,Yurtici,16.52,0.8707853609603076,[9778],['Shoes']
2017,1,MegaBox,Regular,Aras,127.15,0.8403803325692762,"[560, 2406]","['Cosmetics', 'Food Jar']"
2017,2,L,Regular,Yurtici,73.91,0.6898292033985713,[4219],['Home Decor']
2018,1,M,Regular,Yurtici,29.45,0.8457048967122581,[2935],['Textile']
2018,2,L,Regular,Yurtici,73.91,0.7338248601750001,[6050],['Food Jar']
2019,1,M,Electronics,Surat,33.41,0.8301287457657064,[46],['Phone']
2019,2,S,Regular,Surat,54.82,0.6491461019709953,[106],['Laptop']
2019,3,XXL,Regular,Surat,96.48,0.9075791352456659,"[5789, 6959]","['Textile', 'Home Decor']"
2020,1,Micro,Electronics,Yurtici,12.06,0.1215871184260741,[8445],['Phone']
2020,2,L,Regular,Yurtici,73.91,0.8362788041760316,"[3029, 8512]","['Shoes', 'Toy']"
2021,1,Horizantol M,Regular,Yurtici,53.56,0.6500640379837742,"[4, 2360, 6398]","['Book', 'Shoes', 'Toy']"
2021,2,Fresh,Regular,Yurtici,22.11,0.8216470015192308,[9529],['Laptop']
2022,1,S,Regular,Surat,54.82,0.6572982911682385,[5623],['Toy']
2022,2,XXL,Regular,Surat,96.48,0.8792474122595136,[9118],['Shoes']
2023,1,XS,Electronics,Yurtici,15.49,0.7602561629346352,[7562],['Phone']
2023,2,L,Regular,Yurtici,73.91,0.8038434141369047,[3580],['Food Jar']
2024,1,L,Regular,Yurtici,73.91,0.7891537806016666,"[5463, 6146]","['Laptop', 'Cosmetics']"
2024,2,Horizantol M,Regular,Yurtici,53.56,0.5654989052286303,[7895],['Shoes']
2024,3,XS,Regular,Yurtici,15.49,0.58002115875,[9762],['Cosmetics']
2025,1,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8173288081875003,[5],['Textile']
2025,2,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.7634959882199999,[2126],['Book']
2025,3,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7553246912308067,"[2948, 9600]","['Textile', 'Shoes']"
2026,1,Cardboard Shipping Box No.3,Electronics,PTT,26.0,0.7218844596938815,"[3920, 6453]","['Appliance', 'Phone']"
2026,2,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8344066048831701,[4622],['Shoes']
2027,1,Turpex Cardboard Box No.3,Regular,PTT,0.0,0.8816754415643494,[2728],['Book']
2027,2,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.7878419141516001,[4122],['Toy']
2027,3,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.7167865875059999,[7168],['Book']
2028,1,XS,Regular,Yurtici,15.49,0.30893897454062497,[3839],['Textile']
2028,2,Horizantol M,Regular,Yurtici,53.56,0.5826866536837155,[6121],['Laptop']
2029,1,Micro,Regular,Yurtici,12.06,0.4859186473908149,[5097],['Book']
2030,1,S,Electronics,Yurtici,16.52,0.9027605512800001,[2116],['Phone']
2030,2,Horizantol M,Regular,Yurtici,53.56,0.8660152771804821,"[2459, 3036]","['Book', 'Food Jar']"
2030,3,L,Regular,Yurtici,73.91,0.6838637952732146,"[4519, 7163]","['Cosmetics', 'Textile']"
2031,1,Turpex Cardboard Box No.5,Electronics,PTT,0.0,0.8250726709262544,[6],['Appliance']
2031,2,Cardboard Shipping Box No.5,Electronics,PTT,72.0,0.862766,[3677],['Appliance']
2031,3,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.6675648075096,[7035],['Food Jar']
2031,4,Packaging & Labeling Nylon,Regular,PTT,6.0,0.6381181764519097,[7465],['Textile']
2032,1,XS,Electronics,Yurtici,15.49,0.515658900859375,[8120],['Phone']
2032,2,L,Regular,Yurtici,73.91,0.7547528596260713,[2454],['Laptop']
2032,3,XS,Regular,Yurtici,15.49,0.6135039993671875,[7742],['Food Jar']
2033,1,M,Electronics,Surat,33.41,0.5716109948,[4435],['Appliance']
2033,2,XXL,Regular,Surat,96.48,0.8324161648459303,"[4967, 7011]","['Food Jar', 'Shoes']"
2034,1,XS,Regular,Yurtici,15.49,0.4461832087057292,"[6309, 8992]",['Book']
2034,2,Fresh,Regular,Yurtici,22.11,0.7779707746292305,[9958],['Textile']
2035,1,XXL,Electronics,Yurtici,99.51,0.8115738700716759,[6876],['Appliance']
2035,2,Horizantol M,Regular,Yurtici,53.56,0.651383378992769,"[1054, 2410, 4089]","['Book', 'Textile']"
2036,1,Cardboard Shipping Box No.4,Regular,PTT,51.0,0.8339065956291764,[1643],['Textile']
2036,2,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.6410072311591,"[4165, 6723]","['Laptop', 'Shoes']"
2036,3,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.8993715934700961,[8355],['Shoes']
2036,4,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.8437416528373701,[8890],['Toy']
2037,1,Turpex Cardboard Box No.4,Electronics,PTT,0.0,0.9055882464568017,[9652],['Phone']
2037,2,Turpex Cardboard Box No.3,Regular,PTT,0.0,0.8863916417133689,[9031],['Textile']
2038,1,Micro,Electronics,Yurtici,12.06,0.8230978527573335,[5633],['Phone']
2038,2,XXL,Electronics,Yurtici,99.51,0.757305362869301,[9133],['Appliance']
2038,3,XS,Regular,Yurtici,15.49,0.352430555503125,[623],['Textile']
2038,4,Fresh,Regular,Yurtici,22.11,0.7929295563403848,[4896],['Textile']
2038,5,Horizantol L,Regular,Yurtici,81.06,0.8252299172400002,[7873],['Textile']
2039,1,Fresh,Electronics,Yurtici,22.11,0.7606865725307693,[9882],['Phone']
2039,2,M,Regular,Yurtici,29.45,0.8334324064344086,[5807],['Cosmetics']
2039,3,Fresh,Regular,Yurtici,22.11,0.7744566556799999,[7104],['Textile']
2040,1,L,Regular,Yurtici,73.91,0.8866020912775001,"[7, 3656]",['Textile']
2040,2,XS,Regular,Yurtici,15.49,0.28448184680972227,[4467],['Laptop']
2040,3,XXL,Regular,Yurtici,99.51,0.8016910362208242,[9264],['Toy']
2041,1,Packaging & Labeling Nylon,Regular,PTT,6.0,0.8907982445999999,[2946],['Cosmetics']
2041,2,XL,Regular,Surat,79.34,0.8943990163656313,"[8760, 8841]","['Laptop', 'Textile']"
2042,1,Turpex Cardboard Box No.3,Regular,PTT,0.0,0.8416953110588236,[8],['Shoes']
2042,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.8739703582937931,[60],['Laptop']
2042,3,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.6010133084015344,[3954],['Toy']
2042,4,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.89735225075,[4252],['Laptop']
2042,5,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.8510705539818667,[4410],['Laptop']
2043,1,S,Regular,Surat,54.82,0.7944254173256134,[2381],['Textile']
2043,2,S,Regular,Surat,54.82,0.8637920868248138,[4774],['Shoes']
2043,3,L,Regular,Yurtici,73.91,0.818124338475,[7794],['Shoes']
2044,1,Cardboard Shipping Box No.4,Electronics,PTT,51.0,0.7167877536282353,[6186],['Phone']
2044,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7490078045839101,[2654],['Textile']
2044,3,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8452125410000001,[5019],['Textile']
2044,4,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7552785506837155,[5146],['Food Jar']
2044,5,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.89992583175,[9036],['Book']
2045,1,S,Regular,Yurtici,16.52,0.8413112399181539,[5211],['Book']
2046,1,S,Regular,Yurtici,16.52,0.8701222836849231,[1156],['Book']
2046,2,Fresh,Regular,Yurtici,22.11,0.9069464856749999,[1856],['Textile']
2046,3,Horizantol M,Regular,Yurtici,53.56,0.8875238217142855,[4631],['Laptop']
2046,4,L,Regular,Yurtici,73.91,0.6848020191222223,[6287],['Toy']
2046,5,XS,Regular,Yurtici,15.49,0.6177892847583333,[8534],['Book']
2047,1,XS,Regular,Yurtici,15.49,0.5742640198750001,[2516],['Shoes']
2047,2,Horizantol M,Regular,Yurtici,53.56,0.7716213109386243,[4725],['Home Decor']
2048,1,XS,Regular,Yurtici,15.49,0.7334656474414062,[820],['Shoes']
2048,2,M,Regular,Yurtici,29.45,0.6924753219926405,[845],['Shoes']
2048,3,L,Regular,Yurtici,73.91,0.8431119894599999,[2574],['Laptop']
2048,4,S,Regular,Yurtici,16.52,0.8542374774526152,"[3606, 7598]","['Book', 'Cosmetics']"
2049,1,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.789381075816,[609],['Food Jar']
2049,2,S,Regular,Yurtici,16.52,0.8576709647766155,[5395],['Cosmetics']
2049,3,S,Regular,Surat,54.82,0.7959589097210918,[8273],['Textile']
2050,1,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.8584336697949047,[9807],['Textile']
2051,1,XL,Regular,Yurtici,91.65,0.8733136718703703,[6451],['Toy']
2051,2,XS,Regular,Yurtici,15.49,0.6163346440416669,[8842],['Textile']
2051,3,XS,Regular,Yurtici,15.49,0.8565909257048611,[8944],['Cosmetics']
2052,1,XS,Electronics,Yurtici,15.49,0.5722546212277778,[9178],['Phone']
2052,2,XS,Regular,Yurtici,15.49,0.6777599017854167,[9345],['Shoes']
2053,1,XS,Electronics,Yurtici,15.49,0.4591500276467883,[1691],['Phone']
2053,2,XS,Regular,Yurtici,15.49,0.6583531416874999,[8963],['Book']
2055,1,XLM,Regular,Yurtici,97.2,0.8676485709821429,[1893],['Toy']
2055,2,L,Regular,Yurtici,73.91,0.7200871904826786,"[2291, 3337]","['Food Jar', 'Shoes']"
2056,1,Fresh,Electronics,Yurtici,22.11,0.7737655036676923,[7129],['Phone']
2056,2,XS,Regular,Yurtici,15.49,0.42972137541666655,[7632],['Food Jar']
2057,1,XS,Regular,Yurtici,15.49,0.5487899488499999,[3333],['Book']
2057,2,XS,Regular,Yurtici,15.49,0.31590960474374996,[3488],['Textile']
2057,3,XS,Regular,Yurtici,15.49,0.6609524012361111,[8980],['Shoes']
2058,1,Fresh,Regular,Yurtici,22.11,0.8542667365000002,[5148],['Book']
2058,2,XS,Regular,Yurtici,15.49,0.32413913398125005,[8290],['Cosmetics']
2059,1,XS,Regular,Yurtici,15.49,0.40225446300234363,[7002],['Textile']
2059,2,Horizantol L,Regular,Yurtici,81.06,0.7594067819963334,[8985],['Textile']
2060,1,Horizantol L,Regular,Yurtici,81.06,0.7865419471562499,[543],['Home Decor']
2060,2,L,Regular,Yurtici,73.91,0.7787257922798411,[1790],['Textile']
2060,3,XS,Regular,Yurtici,15.49,0.6193235901718751,[6820],['Textile']
2060,4,XL,Regular,Yurtici,91.65,0.8953826571005554,[8502],['Home Decor']
2061,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.7284145645920002,[4541],['Phone']
2061,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.8765037421784169,[1987],['Laptop']
2062,1,NanoBox,Regular,Aras,24.22,0.6159527722223077,[6502],['Textile']
2062,2,NanoBox,Regular,Aras,24.22,0.6922505239684617,[9012],['Laptop']
2062,3,S,Regular,Surat,54.82,0.8206729531403364,[9531],['Shoes']
2063,1,L,Electronics,Yurtici,73.91,0.7516606937212699,[5002],['Appliance']
2063,2,M,Electronics,Yurtici,29.45,0.7720487802322581,[8278],['Phone']
2063,3,L,Regular,Yurtici,73.91,0.6830056548532538,"[12, 4298]","['Cosmetics', 'Food Jar']"
2064,1,XXL,Electronics,Yurtici,99.51,0.7572486472891781,[720],['Appliance']
2064,2,XS,Electronics,Yurtici,15.49,0.63213624280625,[1651],['Phone']
2064,3,XS,Regular,Yurtici,15.49,0.7134995409531251,[109],['Textile']
2064,4,M,Regular,Yurtici,29.45,0.8724796206254243,"[1815, 2139]","['Book', 'Textile']"
2065,1,L,Regular,Yurtici,73.91,0.7987529279983334,[823],['Shoes']
2065,2,Horizantol L,Regular,Yurtici,81.06,0.8087950590720002,[1949],['Textile']
2065,3,Horizantol M,Regular,Yurtici,53.56,0.9077880027432098,[5906],['Textile']
2065,4,M,Regular,Yurtici,29.45,0.6927699609978495,[7669],['Shoes']
2066,1,Horizantol L,Regular,Yurtici,81.06,0.8784803237375002,[227],['Textile']
2066,2,Fresh,Regular,Yurtici,22.11,0.8548717453533333,[1293],['Cosmetics']
2067,1,XXL,Regular,Yurtici,99.51,0.8598394331408172,[7713],['Toy']
2067,2,Fruit,Regular,Surat,40.82,0.869064652946584,[7930],['Shoes']
2068,1,NanoBox,Electronics,Aras,24.22,0.6116421513461539,[5869],['Phone']
2068,2,XXL,Regular,Yurtici,99.51,0.8182822000509345,"[6092, 8782]","['Textile', 'Shoes']"
2068,3,MaxiBox,Regular,Aras,92.02,0.8705921746515002,[9928],['Cosmetics']
2069,1,Micro,Electronics,Surat,20.66,0.8852102653746032,[9021],['Phone']
2069,2,S,Regular,Yurtici,16.52,0.83686874112,[13],['Book']
2069,3,NanoBox,Regular,Aras,24.22,0.6952391894076922,[826],['Cosmetics']
2069,4,XXL,Regular,Yurtici,99.51,0.8431031762940353,[5334],['Toy']
2070,1,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.8122357327480002,[2881],['Textile']
2070,2,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.7846982864448,[3227],['Laptop']
2070,3,L,Regular,Yurtici,73.91,0.6895746594471428,[6621],['Textile']
2070,4,S,Regular,Surat,54.82,0.7593037146401985,[9075],['Food Jar']
2071,1,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.7277425610515442,[1139],['Textile']
2071,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.9010879636279736,[1376],['Toy']
2071,3,Packaging & Labeling Nylon,Regular,PTT,6.0,0.8849330415114582,[5384],['Food Jar']
2071,4,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.8234721125532,[7910],['Textile']
2072,1,XS,Electronics,Yurtici,15.49,0.6506697826100694,[3098],['Appliance']
2072,2,L,Regular,Yurtici,73.91,0.6718421582714285,[2550],['Food Jar']
2072,3,M,Regular,Yurtici,29.45,0.7044900958340742,[2565],['Laptop']
2072,4,XS,Regular,Yurtici,15.49,0.7617928461354166,[2864],['Cosmetics']
2073,1,Micro,Regular,Yurtici,12.06,0.6055178191170371,[2346],['Cosmetics']
2073,2,XXL,Regular,Yurtici,99.51,0.8388058398699371,[2372],['Home Decor']
2073,3,Fresh,Regular,Yurtici,22.11,0.7893512417134616,[8132],['Textile']
2074,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.150876,[6655],['Phone']
2074,2,Cardboard Shipping Box No.1,Regular,PTT,14.0,0.87048070888,[1131],['Food Jar']
2074,3,Gift Cardboard Box M,Regular,PTT,14.0,0.8842631925428571,[3810],['Laptop']
2074,4,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8006975663235294,[9331],['Textile']
2075,1,Micro,Electronics,Yurtici,12.06,0.6685710192195554,[2525],['Phone']
2075,2,Micro,Regular,Yurtici,12.06,0.5176162010894815,[14],['Cosmetics']
2075,3,Micro,Regular,Yurtici,12.06,0.8556718491733334,[5361],['Book']
2076,1,Micro,Electronics,Yurtici,12.06,0.7025206622696298,[6650],['Phone']
2076,2,XLM,Electronics,Yurtici,97.2,0.853862789525,[9690],['Appliance']
2076,3,L,Regular,Yurtici,73.91,0.8255476084114286,[1392],['Textile']
2076,4,L,Regular,Yurtici,73.91,0.8748826037367263,"[5182, 7926]","['Textile', 'Toy']"
2077,1,L,Regular,Surat,68.98,0.8371218117591399,[939],['Food Jar']
2078,1,L,Regular,Surat,68.98,0.8721126211150537,[6165],['Laptop']
2079,1,Horizantol M,Electronics,Yurtici,53.56,0.804053987126455,[7896],['Appliance']
2079,2,Horizantol L,Regular,Yurtici,81.06,0.8499759577925,[3650],['Toy']
2080,1,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7868309469513679,"[8742, 9957]","['Cosmetics', 'Textile']"
2081,1,Cardboard Shipping Box No.1,Electronics,PTT,14.0,0.17251359944,[2480],['Phone']
2082,1,Horizantol L,Electronics,Yurtici,81.06,0.7194204533186669,[15],['Appliance']
2082,2,M,Electronics,Yurtici,29.45,0.8242375003481005,"[1726, 5083]",['Phone']
2082,3,L,Regular,Yurtici,73.91,0.8969664004499998,[5748],['Shoes']
2083,1,Cardboard Shipping Box No.3,Electronics,PTT,26.0,0.7960920767121777,[6837],['Appliance']
2083,2,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.6400055041061333,[949],['Cosmetics']
2083,3,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8379310087124184,"[1390, 5291]",['Toy']
2083,4,Gift Cardboard Box S,Regular,PTT,11.5,0.808705792734375,[9077],['Book']
2084,1,M,Electronics,Yurtici,29.45,0.7496345011983753,[16],['Appliance']
2084,2,L,Regular,Yurtici,73.91,0.8452622478373809,[461],['Shoes']
2084,3,Horizantol M,Regular,Yurtici,53.56,0.7923442269135802,[7585],['Food Jar']
2084,4,XS,Regular,Yurtici,15.49,0.31647627029375003,[8792],['Cosmetics']
2085,1,Micro,Regular,Yurtici,12.06,0.3180653664888889,[620],['Cosmetics']
2085,2,L,Regular,Yurtici,73.91,0.6949517911206351,[932],['Toy']
2085,3,L,Regular,Yurtici,73.91,0.866002778507143,"[9644, 9751]","['Textile', 'Shoes']"
2086,1,S,Electronics,Surat,54.82,0.7910876698856356,[2969],['Phone']
2086,2,Cardboard Shipping Box No.3,Regular,PTT,26.0,0.2884135392860515,[799],['Laptop']
2087,1,XXL,Electronics,Yurtici,99.51,0.8034983829722607,[657],['Appliance']
2087,2,Micro,Regular,Yurtici,12.06,0.2898946475911112,[5990],['Cosmetics']
2088,1,Cardboard Shipping Box No.2,Regular,PTT,20.0,0.8576543450357144,[5104],['Cosmetics']
2088,2,Turpex Cardboard Box No.5,Regular,PTT,0.0,0.7832041569789686,"[5790, 9387]","['Book', 'Laptop']"
2089,1,XS,Regular,Yurtici,15.49,0.3088091136854167,[783],['Cosmetics']
2089,2,Horizantol L,Regular,Yurtici,81.06,0.6527156987786666,"[2660, 3878]","['Food Jar', 'Shoes']"
2089,3,M,Regular,Yurtici,29.45,0.8340829441763442,[5175],['Toy']
2090,1,XS,Regular,Yurtici,15.49,0.5562303452381945,[667],['Cosmetics']
2090,2,Horizantol L,Regular,Yurtici,81.06,0.8847681374016666,"[3047, 4283]","['Textile', 'Shoes']"
2090,3,XS,Regular,Yurtici,15.49,0.4865474945039063,[9733],['Cosmetics']
2091,1,XS,Regular,Yurtici,15.49,0.8477757025875002,[4651],['Laptop']
2091,2,XS,Regular,Yurtici,15.49,0.37219623625000003,[5187],['Cosmetics']
2091,3,L,Regular,Yurtici,73.91,0.6803329917270238,"[7516, 8982]","['Food Jar', 'Textile']"
2092,1,XXL,Regular,Surat,96.48,0.7927908683649049,"[17, 9211]","['Textile', 'Shoes']"
2093,1,XS,Regular,Yurtici,15.49,0.34507570888541667,[2524],['Food Jar']
2093,2,Horizantol M,Regular,Yurtici,53.56,0.6804302839275133,[7361],['Food Jar']
2094,1,Cardboard Shipping Box No.5,Regular,PTT,72.0,0.7630409206000001,[166],['Toy']
2094,2,NanoBox,Regular,Aras,24.22,0.6348310566992308,[493],['Book']
2095,1,Micro,Regular,Yurtici,12.06,0.32002522794666666,[341],['Cosmetics']
2095,2,Fresh,Regular,Yurtici,22.11,0.7868880472779487,"[2281, 3193]","['Laptop', 'Textile']"
2095,3,XS,Regular,Yurtici,15.49,0.875617403303125,"[7245, 7285]","['Book', 'Cosmetics']"
2096,1,XL,Regular,Surat,79.34,0.9040826648349743,"[1144, 1644]","['Textile', 'Toy']"
2096,2,XXL,Regular,Surat,96.48,0.6864081022983086,"[3541, 5356]","['Textile', 'Toy']"
2097,1,XS,Electronics,Yurtici,15.49,0.3458418746854167,[86],['Phone']
2097,2,Horizantol M,Regular,Yurtici,53.56,0.6314933832982366,"[3622, 6418]","['Laptop', 'Cosmetics']"
2097,3,Horizantol L,Regular,Yurtici,81.06,0.81846438982,[8833],['Toy']
2098,1,XS,Regular,Yurtici,15.49,0.6136436828318574,[4645],['Cosmetics']
2098,2,XLM,Regular,Yurtici,97.2,0.8668399282648563,"[5505, 6881, 7522]","['Cosmetics', 'Textile', 'Home Decor']"
2099,1,Micro,Regular,Yurtici,12.06,0.35422206291555564,[1522],['Book']
2099,2,Horizantol M,Regular,Yurtici,53.56,0.8001022168253968,[7392],['Shoes']
2100,1,L,Regular,Yurtici,73.91,0.8621888755199999,[377],['Food Jar']
2100,2,XXL,Regular,Yurtici,99.51,0.750441481116279,[6308],['Textile']
2100,3,Horizantol M,Regular,Yurtici,53.56,0.6485811177650793,[9577],['Book']
2101,1,XXL,Regular,Yurtici,99.51,0.8670838519458948,[4799],['Shoes']
2101,2,Turpex Cardboard Box No.4,Regular,PTT,0.0,0.8541801349411764,[4916],['Textile']
2102,1,XS,Electronics,Yurtici,15.49,0.30595353510937506,[2002],['Phone']
2102,2,Fresh,Regular,Yurtici,22.11,0.7641428298619231,"[19, 1883]","['Book', 'Cosmetics']"
2103,1,XLM,Regular,Yurtici,97.2,0.8538291711464535,"[3505, 3889]","['Textile', 'Shoes']"
2103,2,Horizantol M,Regular,Yurtici,53.56,0.6529477165664902,"[3981, 8416]","['Cosmetics', 'Home Decor']"
2103,3,XS,Regular,Yurtici,15.49,0.44913396342499995,[8795],['Food Jar']
2104,1,XS,Electronics,Yurtici,15.49,0.9072781850354168,[254],['Phone']
2104,2,XS,Regular,Yurtici,15.49,0.7743899723097223,"[1298, 3037]","['Food Jar', 'Textile']"
2104,3,XS,Regular,Yurtici,15.49,0.5550789566708333,[3045],['Laptop']
2104,4,Fresh,Regular,Yurtici,22.11,0.7878093566400002,[9020],['Textile']
2105,1,Micro,Electronics,Yurtici,12.06,0.7770888888888888,[7289],['Phone']
2105,2,L,Regular,Yurtici,73.91,0.7955466801847618,"[691, 1616, 3783]","['Laptop', 'Food Jar', 'Home Decor']"
2106,1,Gift Cardboard Box S,Electronics,PTT,11.5,0.8331880173871528,[758],['Phone']
2107,1,S,Regular,Yurtici,16.52,0.8204607048849231,[1687],['Textile']
2107,2,Horizantol M,Regular,Yurtici,53.56,0.6301338057142859,[2598],['Textile']
2107,3,Horizantol L,Regular,Yurtici,81.06,0.6686562922121666,"[2650, 9635]","['Cosmetics', 'Toy']"
2108,1,Micro,Electronics,Yurtici,12.06,0.13311488920000003,[6775],['Phone']
2108,2,L,Regular,Yurtici,73.91,0.8058786142842063,"[175, 4155]","['Shoes', 'Toy']"
2109,1,XS,Electronics,Yurtici,15.49,0.3106360754364583,[375],['Phone']
2109,2,L,Regular,Yurtici,73.91,0.6731676244489285,"[1918, 2008]","['Textile', 'Shoes']"
2110,1,XL,Regular,Surat,79.34,0.8109410730348192,"[20, 4187, 9623]","['Book', 'Cosmetics', 'Textile']"
2111,1,XXL,Regular,Surat,96.48,0.704964160386954,"[3957, 7025, 8157]","['Laptop', 'Food Jar', 'Textile']"
2112,1,XL,Regular,Surat,79.34,0.8068360640183794,[56],['Textile']
2113,1,M,Regular,Yurtici,29.45,0.6896421457341935,"[3159, 6238]","['Laptop', 'Shoes']"
2114,1,L,Regular,Yurtici,73.91,0.7579508255959523,[21],['Food Jar']
2114,2,XS,Regular,Yurtici,15.49,0.44737715364375014,[1627],['Book']
